source_node_id,target_node_id,relationship_type,support_type
CHK_2A0EC3A745C6,DISEASE_CLL_SLL,MENTIONS,
CHK_EDB9AE8826CA,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_EDB9AE8826CA,DISEASE_CLL_SLL,MENTIONS,
CHK_B6CFFF154F15,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_B6CFFF154F15,DISEASE_CLL_SLL,MENTIONS,
CHK_EA7198FD91A8,DISEASE_CLL_SLL,MENTIONS,
CHK_8C00DEF486FE,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_8C00DEF486FE,TRIAL_ALPINE,MENTIONS,
CHK_8C00DEF486FE,DISEASE_CLL_SLL,MENTIONS,
CHK_290287BFD9DD,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_290287BFD9DD,TRIAL_ALPINE,MENTIONS,
CHK_290287BFD9DD,TRIAL_NCT03734016,MENTIONS,
CHK_290287BFD9DD,DISEASE_CLL_SLL,MENTIONS,
CHK_9ECCC535BF20,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_9ECCC535BF20,TRIAL_ALPINE,MENTIONS,
CHK_9ECCC535BF20,DISEASE_CLL_SLL,MENTIONS,
CHK_829DEC282E2C,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_829DEC282E2C,TRIAL_ALPINE,MENTIONS,
CHK_829DEC282E2C,TRIAL_NCT03734016,MENTIONS,
CHK_A24DC454A34D,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_A24DC454A34D,TRIAL_ALPINE,MENTIONS,
CHK_A24DC454A34D,TRIAL_NCT03734016,MENTIONS,
CHK_A24DC454A34D,DISEASE_CLL_SLL,MENTIONS,
CHK_77F4C06E0C77,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_CAB05FB341FC,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_97D657ED7D5E,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_65D5537BED80,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_BDFC900E99A9,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_8A6228B4A220,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_329696EEFE40,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_329696EEFE40,TRIAL_ALPINE,MENTIONS,
CHK_E1D0E92FBB18,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_0FE8419EF120,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_AE4EA529860E,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_274F000FD13F,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_74F31ECDFED2,TRIAL_ALPINE,MENTIONS,
CHK_C5BE06D745FE,TRIAL_ALPINE,MENTIONS,
CHK_BD2F68B8807C,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_BD2F68B8807C,TRIAL_ALPINE,MENTIONS,
CHK_CD8094A67B8A,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_66AF7C7FA54C,DISEASE_CLL_SLL,MENTIONS,
CHK_3F6CA759195E,DISEASE_CLL_SLL,MENTIONS,
CHK_23A70020F172,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_23A70020F172,DISEASE_CLL_SLL,MENTIONS,
CHK_AD527B0E212E,DRUG_ZANUBRUTINIB,MENTIONS,
CHK_AD527B0E212E,TRIAL_ALPINE,MENTIONS,
CHK_AD527B0E212E,DISEASE_CLL_SLL,MENTIONS,
CHK_7DE871031528,DISEASE_CLL_SLL,MENTIONS,
CHK_974F9ABFEC6D,DISEASE_CLL_SLL,MENTIONS,
