candidate_id,chunk_id,document_id,page_number,evidence_relationship
CAND_19990016C1C9,CHK_A24DC454A34D,DOC_5D2D931F3757,2,EXTRACTED_FROM
CAND_3EE221FB9C9B,CHK_A24DC454A34D,DOC_5D2D931F3757,2,EXTRACTED_FROM
CAND_68D02867D83E,CHK_A24DC454A34D,DOC_5D2D931F3757,2,EXTRACTED_FROM
CAND_0AA6E15B0688,CHK_DABE8C78A7C3,DOC_5D2D931F3757,2,EXTRACTED_FROM
CAND_D56C631210ED,CHK_DABE8C78A7C3,DOC_5D2D931F3757,2,EXTRACTED_FROM
CAND_276ED8148978,CHK_DABE8C78A7C3,DOC_5D2D931F3757,2,EXTRACTED_FROM
CAND_F767D14AB472,CHK_DABE8C78A7C3,DOC_5D2D931F3757,2,EXTRACTED_FROM
CAND_6DF37D4EFD9E,CHK_1044FE7C59BE,DOC_5D2D931F3757,2,EXTRACTED_FROM
CAND_E5E30BB0E21F,CHK_1044FE7C59BE,DOC_5D2D931F3757,2,EXTRACTED_FROM
CAND_3DFE74E162A9,CHK_1044FE7C59BE,DOC_5D2D931F3757,2,EXTRACTED_FROM
CAND_4A680031DE9F,CHK_1044FE7C59BE,DOC_5D2D931F3757,2,EXTRACTED_FROM
CAND_06DCC05AF2C1,CHK_5A9518C1747F,DOC_5D2D931F3757,2,EXTRACTED_FROM
CAND_9E5C8FE8A50D,CHK_77F4C06E0C77,DOC_5D2D931F3757,3,EXTRACTED_FROM
CAND_BDEA5B63EC8B,CHK_77F4C06E0C77,DOC_5D2D931F3757,3,EXTRACTED_FROM
CAND_BF6B787074E3,CHK_3F7D4877EF57,DOC_5D2D931F3757,3,EXTRACTED_FROM
CAND_B902B5CD39A9,CHK_CAB05FB341FC,DOC_5D2D931F3757,4,EXTRACTED_FROM
CAND_7B0FCA8F2B00,CHK_CAB05FB341FC,DOC_5D2D931F3757,4,EXTRACTED_FROM
CAND_C7AD425CE1B8,CHK_97D657ED7D5E,DOC_5D2D931F3757,5,EXTRACTED_FROM
CAND_9AD1A0158A59,CHK_97D657ED7D5E,DOC_5D2D931F3757,5,EXTRACTED_FROM
CAND_FB2A367CC346,CHK_97D657ED7D5E,DOC_5D2D931F3757,5,EXTRACTED_FROM
CAND_0A8265E893EC,CHK_65D5537BED80,DOC_5D2D931F3757,5,EXTRACTED_FROM
CAND_7CEE5B69C329,CHK_65D5537BED80,DOC_5D2D931F3757,5,EXTRACTED_FROM
CAND_BD7C6E187BD0,CHK_65D5537BED80,DOC_5D2D931F3757,5,EXTRACTED_FROM
CAND_5D08262071AB,CHK_65D5537BED80,DOC_5D2D931F3757,5,EXTRACTED_FROM
CAND_24846D575EC2,CHK_BDFC900E99A9,DOC_5D2D931F3757,5,EXTRACTED_FROM
CAND_EF5825D2E8A2,CHK_BDFC900E99A9,DOC_5D2D931F3757,5,EXTRACTED_FROM
CAND_ACD6B95D5970,CHK_BDFC900E99A9,DOC_5D2D931F3757,5,EXTRACTED_FROM
CAND_C254117FE60C,CHK_BDFC900E99A9,DOC_5D2D931F3757,5,EXTRACTED_FROM
CAND_87B072B6E0F0,CHK_8A6228B4A220,DOC_5D2D931F3757,6,EXTRACTED_FROM
CAND_574530E95603,CHK_8A6228B4A220,DOC_5D2D931F3757,6,EXTRACTED_FROM
CAND_17DB93A694E7,CHK_8A6228B4A220,DOC_5D2D931F3757,6,EXTRACTED_FROM
CAND_4C3E8B8DFE86,CHK_329696EEFE40,DOC_5D2D931F3757,6,EXTRACTED_FROM
CAND_48377954DE54,CHK_329696EEFE40,DOC_5D2D931F3757,6,EXTRACTED_FROM
CAND_2BE068575689,CHK_329696EEFE40,DOC_5D2D931F3757,6,EXTRACTED_FROM
CAND_494CEEC81162,CHK_E1D0E92FBB18,DOC_5D2D931F3757,6,EXTRACTED_FROM
CAND_879A7313CFCE,CHK_AE4EA529860E,DOC_5D2D931F3757,7,EXTRACTED_FROM
CAND_B168ABE8A0FC,CHK_AE4EA529860E,DOC_5D2D931F3757,7,EXTRACTED_FROM
CAND_549910ED171E,CHK_274F000FD13F,DOC_5D2D931F3757,7,EXTRACTED_FROM
CAND_7005FC06FAB1,CHK_74F31ECDFED2,DOC_5D2D931F3757,7,EXTRACTED_FROM
CAND_7D65DE75EAFE,CHK_74F31ECDFED2,DOC_5D2D931F3757,7,EXTRACTED_FROM
CAND_668286FC0350,CHK_BD2F68B8807C,DOC_5D2D931F3757,7,EXTRACTED_FROM
CAND_821972817DE5,CHK_CD8094A67B8A,DOC_5D2D931F3757,7,EXTRACTED_FROM
CAND_EDD0E8CF523E,CHK_CD8094A67B8A,DOC_5D2D931F3757,7,EXTRACTED_FROM
CAND_66970AAE21BD,CHK_CD8094A67B8A,DOC_5D2D931F3757,7,EXTRACTED_FROM
CAND_54F1880D98CD,CHK_AD527B0E212E,DOC_5D2D931F3757,8,EXTRACTED_FROM
CAND_3954DF705A35,CHK_7DE871031528,DOC_5D2D931F3757,9,EXTRACTED_FROM
